CityKey,WWICityID,City,StateProvince,Country,Continent,SalesTerritory,Region,Subregion,Location,LatestRecordedPopulation,ValidFrom,ValidTo,LineageKey
89760,10787,Erie,Colorado,United States,North America,Rocky Mountain,Americas,Northern America,POINT (-105.0499817 40.0502623),18135,2013-07-01T16:00:00.000Z,2015-07-01T16:00:00.000Z,1
89761,10862,Estes Park,Colorado,United States,North America,Rocky Mountain,Americas,Northern America,POINT (-105.5216651 40.3772059),5858,2013-07-01T16:00:00.000Z,2015-07-01T16:00:00.000Z,1
90021,13500,Government Camp,Oregon,United States,North America,Far West,Americas,Northern America,POINT (-121.7547998 45.3040072),193,2013-07-01T16:00:00.000Z,2015-07-01T16:00:00.000Z,1
90022,13612,Grand Ronde,Oregon,United States,North America,Far West,Americas,Northern America,POINT (-123.6092771 45.060113),1661,2013-07-01T16:00:00.000Z,2015-07-01T16:00:00.000Z,1
90023,13652,Granite,Oregon,United States,North America,Far West,Americas,Northern America,POINT (-118.4177241 44.8093131),38,2013-07-01T16:00:00.000Z,2015-07-01T16:00:00.000Z,1
90024,13690,Grants Pass,Oregon,United States,North America,Far West,Americas,Northern America,POINT (-123.3283925 42.439007),34533,2013-07-01T16:00:00.000Z,2015-07-01T16:00:00.000Z,1
90025,13724,Grass Valley,Oregon,United States,North America,Far West,Americas,Northern America,POINT (-120.7856114 45.3601247),164,2013-07-01T16:00:00.000Z,2015-07-01T16:00:00.000Z,1
90026,13814,Green,Oregon,United States,North America,Far West,Americas,Northern America,POINT (-123.3678491 43.160394),7515,2013-07-01T16:00:00.000Z,2015-07-01T16:00:00.000Z,1
90027,13913,Greenhorn,Oregon,United States,North America,Far West,Americas,Northern America,POINT (-118.4913355 44.7079299),0,2013-07-01T16:00:00.000Z,2015-07-01T16:00:00.000Z,1
90028,14028,Gresham,Oregon,United States,North America,Far West,Americas,Northern America,POINT (-122.4314796 45.4981757),105594,2013-07-01T16:00:00.000Z,2015-07-01T16:00:00.000Z,1
90029,14074,Grizzly,Oregon,United States,North America,Far West,Americas,Northern America,POINT (-120.9197543 44.4979032),0,2013-07-01T16:00:00.000Z,2015-07-01T16:00:00.000Z,1
90030,14297,Haines,Oregon,United States,North America,Far West,Americas,Northern America,POINT (-117.9388288 44.9115341),416,2013-07-01T16:00:00.000Z,2015-07-01T16:00:00.000Z,1
90031,14329,Halfway,Oregon,United States,North America,Far West,Americas,Northern America,POINT (-117.1146173 44.880715),288,2013-07-01T16:00:00.000Z,2015-07-01T16:00:00.000Z,1
