CityKey,WWICityID,City,StateProvince,Country,Continent,SalesTerritory,Region,Subregion,Location,LatestRecordedPopulation,ValidFrom,ValidTo,LineageKey
17736,10508,Elm Point,Missouri,United States,North America,Plains,Americas,Northern America,POINT (-90.4870629 38.8181063),0,2013-01-01T00:00:00.000Z,2013-01-01T00:03:00.000Z,1
17737,10509,Elm Springs,South Dakota,United States,North America,Plains,Americas,Northern America,POINT (-102.5276665 44.3133187),0,2013-01-01T00:00:00.000Z,2013-01-01T00:04:00.000Z,1
17738,10510,Elm Springs,Arkansas,United States,North America,Southeast,Americas,Northern America,POINT (-94.2343729 36.2061894),1535,2013-01-01T00:00:00.000Z,2013-01-01T00:01:00.000Z,1
17739,10511,Elma,Iowa,United States,North America,Plains,Americas,Northern America,POINT (-92.4360102 43.2466362),546,2013-01-01T00:00:00.000Z,2013-01-01T00:03:00.000Z,1
17740,10512,Elma,New York,United States,North America,Mideast,Americas,Northern America,POINT (-78.640305 42.8508925),0,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
17741,10513,Elma,Washington,United States,North America,Far West,Americas,Northern America,POINT (-123.4087692 47.0034291),3107,2013-01-01T00:00:00.000Z,2013-01-01T00:01:00.000Z,1
17742,10514,Elma Center,New York,United States,North America,Mideast,Americas,Northern America,POINT (-78.636138 42.8297816),2571,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
17743,10515,Elmdale,Minnesota,United States,North America,Plains,Americas,Northern America,POINT (-94.4925055 45.8332987),116,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
17744,10516,Elmdale,Kansas,United States,North America,Plains,Americas,Northern America,POINT (-96.6447322 38.3736255),55,2013-01-01T00:00:00.000Z,2013-01-01T00:04:00.000Z,1
17745,10517,Elmdale,Texas,United States,North America,Southwest,Americas,Northern America,POINT (-99.6398075 32.4306818),0,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
17746,10518,Elmendorf,Texas,United States,North America,Southwest,Americas,Northern America,POINT (-98.3327903 29.2560731),1488,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
17747,10519,Elmer,Oklahoma,United States,North America,Southwest,Americas,Northern America,POINT (-99.3747035885 34.4851347006),96,2013-01-01T00:00:00.000Z,2013-01-01T00:01:00.000Z,1
17748,10520,Elmer,Minnesota,United States,North America,Plains,Americas,Northern America,POINT (-92.7771393 47.1035501),0,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
17749,12300,Freeny,Mississippi,United States,North America,Southeast,Americas,Northern America,POINT (-89.4814584 32.7009698),0,2013-01-01T00:00:00.000Z,2013-01-01T00:04:00.000Z,1
17750,12301,Freeport,California,United States,North America,Far West,Americas,Northern America,POINT (-121.50162159999999 38.4618527),38,2013-01-01T00:00:00.000Z,2013-01-01T00:01:00.000Z,1
17751,12302,Freeport,Texas,United States,North America,Southwest,Americas,Northern America,POINT (-95.3596617 28.9541368),12049,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
17752,12303,Freeport,Maine,United States,North America,New England,Americas,Northern America,POINT (-70.1031057 43.8570242),1485,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
17753,12304,Freeport,Pennsylvania,United States,North America,Mideast,Americas,Northern America,POINT (-79.6847703 40.6739543),1813,2013-01-01T00:00:00.000Z,2013-01-01T00:01:00.000Z,1
17754,12305,Freeport,Illinois,United States,North America,Great Lakes,Americas,Northern America,POINT (-89.6212271 42.2966861),25638,2013-01-01T00:00:00.000Z,2013-01-01T00:05:00.000Z,1
17755,12306,Freeport,Minnesota,United States,North America,Plains,Americas,Northern America,POINT (-94.6900104 45.6627428),632,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
17756,12307,Freeport,Kansas,United States,North America,Plains,Americas,Northern America,POINT (-97.8570009 37.1986325),5,2013-01-01T00:00:00.000Z,2013-01-01T00:04:00.000Z,1
