CityKey,WWICityID,City,StateProvince,Country,Continent,SalesTerritory,Region,Subregion,Location,LatestRecordedPopulation,ValidFrom,ValidTo,LineageKey
28336,138,Addyston,Ohio,United States,North America,Great Lakes,Americas,Northern America,POINT (-84.709114 39.1367249),938,2013-01-01T00:00:00.000Z,2013-01-01T00:04:00.000Z,1
28337,139,Adel,Georgia,United States,North America,Southeast,Americas,Northern America,POINT (-83.4234936 31.1371358),5334,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
28338,140,Adel,Iowa,United States,North America,Plains,Americas,Northern America,POINT (-94.017453 41.6144325),3682,2013-01-01T00:00:00.000Z,2013-01-01T00:03:00.000Z,1
28339,141,Adel,Oregon,United States,North America,Far West,Americas,Northern America,POINT (-119.8985576 42.177388),0,2013-01-01T00:00:00.000Z,2013-01-01T00:03:00.000Z,1
28340,142,Adel,Montana,United States,North America,Rocky Mountain,Americas,Northern America,POINT (-111.6238645 47.0277236),0,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
28341,143,Adelaide,Washington,United States,North America,Far West,Americas,Northern America,POINT (-122.3604012 47.3309328),0,2013-01-01T00:00:00.000Z,2013-01-01T00:01:00.000Z,1
28675,24529,North Beach,Maryland,United States,North America,Mideast,Americas,Northern America,POINT (-76.5310669 38.7073406),1978,2013-01-01T00:00:00.000Z,2013-01-01T00:04:00.000Z,1
28676,24530,North Beach Haven,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-74.2315292 39.5731739),2235,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
28677,24531,North Belle Vernon,Pennsylvania,United States,North America,Mideast,Americas,Northern America,POINT (-79.8681023 40.1292391),1971,2013-01-01T00:00:00.000Z,2013-01-01T00:01:00.000Z,1
28678,24532,North Bellingham,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-71.4556163 42.1209305),0,2013-01-01T00:00:00.000Z,2013-01-01T00:03:00.000Z,1
28679,24533,North Bellmore,New York,United States,North America,Mideast,Americas,Northern America,POINT (-73.5334597 40.69149),19941,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
28680,24534,North Bellport,New York,United States,North America,Mideast,Americas,Northern America,POINT (-72.9428836 40.7742652),11545,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
28681,24535,North Bend,Nebraska,United States,North America,Plains,Americas,Northern America,POINT (-96.7797515 41.4619485),1177,2013-01-01T00:00:00.000Z,2013-01-01T00:01:00.000Z,1
28682,24536,North Bend,Ohio,United States,North America,Great Lakes,Americas,Northern America,POINT (-84.7480038 39.1525576),857,2013-01-01T00:00:00.000Z,2013-01-01T00:04:00.000Z,1
28683,24537,North Bend,Pennsylvania,United States,North America,Mideast,Americas,Northern America,POINT (-77.702208 41.3500672),0,2013-01-01T00:00:00.000Z,2013-01-01T00:01:00.000Z,1
28684,24538,North Bend,Wisconsin,United States,North America,Great Lakes,Americas,Northern America,POINT (-91.1168107 44.0913505),0,2013-01-01T00:00:00.000Z,2013-01-01T00:01:00.000Z,1
28685,24539,North Bend,Washington,United States,North America,Far West,Americas,Northern America,POINT (-121.7867775 47.4956579),5731,2013-01-01T00:00:00.000Z,2013-01-01T00:01:00.000Z,1
28686,24540,North Bend,Oregon,United States,North America,Far West,Americas,Northern America,POINT (-124.2242803 43.4065012),9695,2013-01-01T00:00:00.000Z,2013-01-01T00:03:00.000Z,1
28687,24541,North Bennington,Vermont,United States,North America,New England,Americas,Northern America,POINT (-73.242609 42.930356),1643,2013-01-01T00:00:00.000Z,2013-01-01T00:03:00.000Z,1
28688,24542,North Bergen,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-74.012084 40.8042674),0,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
28689,24543,North Berwick,Maine,United States,North America,New England,Americas,Northern America,POINT (-70.7333893 43.3036958),1615,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
28690,24544,North Billerica,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-71.2845035 42.5834258),0,2013-01-01T00:00:00.000Z,2013-01-01T00:03:00.000Z,1
28691,24545,North Bloomfield,Ohio,United States,North America,Great Lakes,Americas,Northern America,POINT (-80.868421 41.4642221),0,2013-01-01T00:00:00.000Z,2013-01-01T00:04:00.000Z,1
28692,24546,North Bonneville,Washington,United States,North America,Far West,Americas,Northern America,POINT (-121.9711934 45.6373393),956,2013-01-01T00:00:00.000Z,2013-01-01T00:01:00.000Z,1
28693,24547,North Boston,New York,United States,North America,Mideast,Americas,Northern America,POINT (-78.7766971 42.6856155),2521,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
28694,24548,North Braddock,Pennsylvania,United States,North America,Mideast,Americas,Northern America,POINT (-79.8408815 40.3989579),4857,2013-01-01T00:00:00.000Z,2013-01-01T00:01:00.000Z,1
28695,24549,North Branch,Minnesota,United States,North America,Plains,Americas,Northern America,POINT (-92.9802176 45.5113515),10125,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
28696,24550,North Branch,Michigan,United States,North America,Great Lakes,Americas,Northern America,POINT (-83.1966117 43.2294705),1033,2013-01-01T00:00:00.000Z,2013-01-01T00:01:00.000Z,1
28697,24551,North Branch,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-74.6773823 40.6020469),0,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
28698,24552,North Branford,Connecticut,United States,North America,New England,Americas,Northern America,POINT (-72.7673198 41.3275971),0,2013-01-01T00:00:00.000Z,2013-01-01T00:01:00.000Z,1
28699,24553,North Brookfield,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-72.0828545 42.2667587),2265,2013-01-01T00:00:00.000Z,2013-01-01T00:03:00.000Z,1
