StockItemKey,WWIStockItemID,StockItem,Color,SellingPackage,BuyingPackage,Brand,Size,LeadTimeDays,QuantityPerOuter,IsChillerStock,Barcode,TaxRate,UnitPrice,RecommendedRetailPrice,TypicalWeightPerUnit,Photo,ValidFrom,ValidTo,LineageKey
27,193,Black and orange glass with care despatch tape 48mmx75m,N/A,Each,Each,N/A,48mmx75m,14,24,false,N/A,14.000,3.70,5.53,0.500,,2013-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
28,192,Black and orange fragile despatch tape 48mmx100m,N/A,Each,Each,N/A,48mmx100m,14,36,false,N/A,14.000,4.10,6.13,0.700,,2013-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
29,191,Black and orange fragile despatch tape 48mmx75m,N/A,Each,Each,N/A,48mmx75m,14,36,false,N/A,14.000,3.70,5.53,0.500,,2013-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
30,190,Clear packaging tape 48mmx100m,N/A,Each,Each,N/A,48mmx100m,14,20,false,N/A,14.000,3.50,5.23,0.700,,2013-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
31,189,Clear packaging tape 48mmx75m,N/A,Each,Each,N/A,48mmx75m,14,26,false,N/A,14.000,2.90,4.34,0.500,,2013-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
32,188,3 kg Courier post bag (White) 300x190x95mm,N/A,Each,Each,N/A,300x190x95mm,14,25,false,N/A,14.000,0.66,0.99,0.100,,2013-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
33,187,Express post box 5kg (White) 350x280x130mm,N/A,Each,Each,N/A,350x280x130mm,14,25,false,N/A,14.000,0.95,1.42,0.200,,2013-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
34,186,Shipping carton (Brown) 457x457x457mm,N/A,Each,Each,N/A,457x457x457mm,14,25,false,N/A,14.000,2.10,3.14,0.400,,2013-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
35,185,Shipping carton (Brown) 356x356x279mm,N/A,Each,Each,N/A,356x356x279mm,14,25,false,N/A,14.000,2.04,3.05,0.300,,2013-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
36,184,Shipping carton (Brown) 305x305x305mm,N/A,Each,Each,N/A,305x305x305mm,14,25,false,N/A,14.000,3.50,5.23,0.300,,2013-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
37,183,Shipping carton (Brown) 480x270x320mm,N/A,Each,Each,N/A,480x270x320mm,14,25,false,N/A,14.000,2.74,4.10,0.400,,2013-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
38,182,Shipping carton (Brown) 457x279x279mm,N/A,Each,Each,N/A,457x279x279mm,14,25,false,N/A,14.000,1.28,1.91,0.400,,2013-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
39,181,Shipping carton (Brown) 356x229x229mm,N/A,Each,Each,N/A,356x229x229mm,14,25,false,N/A,14.000,1.14,1.70,0.400,,2013-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
40,180,Shipping carton (Brown) 279x254x217mm,N/A,Each,Each,N/A,279x254x217mm,14,25,false,N/A,14.000,1.11,1.66,0.300,,2013-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
41,179,Shipping carton (Brown) 229x229x229mm,N/A,Each,Each,N/A,229x229x229mm,14,25,false,N/A,14.000,1.05,1.57,0.300,,2013-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
42,178,Shipping carton (Brown) 500x310x310mm,N/A,Each,Each,N/A,500x310x310mm,14,25,false,N/A,14.000,2.55,3.81,0.400,,2013-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
43,177,Shipping carton (Brown) 413x285x187mm,N/A,Each,Each,N/A,413x285x187mm,14,25,false,N/A,14.000,1.05,1.57,0.300,,2013-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
44,176,Bubblewrap dispenser (Red) 1.5m,Red,Each,Each,N/A,1.5m,14,1,false,N/A,14.000,240.00,358.80,10.000,,2013-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
45,175,Bubblewrap dispenser (Blue) 1.5m,Blue,Each,Each,N/A,1.5m,14,1,false,N/A,14.000,240.00,358.80,10.000,,2013-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
46,174,Bubblewrap dispenser (Black) 1.5m,Black,Each,Each,N/A,1.5m,14,1,false,N/A,14.000,240.00,358.80,10.000,,2013-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
47,173,32 mm Anti static bubble wrap (Blue) 50m,Blue,Each,Each,N/A,50m,14,10,false,N/A,14.000,105.00,156.98,10.000,,2013-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
48,172,32 mm Anti static bubble wrap (Blue) 20m,Blue,Each,Each,N/A,20m,14,10,false,N/A,14.000,48.00,71.76,6.000,,2013-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
49,171,32 mm Anti static bubble wrap (Blue) 10m,Blue,Each,Each,N/A,10m,14,10,false,N/A,14.000,32.00,47.84,5.000,,2013-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
50,170,20 mm Anti static bubble wrap (Blue) 50m,Blue,Each,Each,N/A,50m,14,10,false,N/A,14.000,102.00,152.49,10.000,,2013-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
51,169,20 mm Anti static bubble wrap (Blue) 20m,Blue,Each,Each,N/A,20m,14,10,false,N/A,14.000,45.00,67.28,6.000,,2013-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
52,168,20 mm Anti static bubble wrap (Blue) 10m,Blue,Each,Each,N/A,10m,14,10,false,N/A,14.000,29.00,43.36,5.000,,2013-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
53,167,10 mm Anti static bubble wrap (Blue) 50m,Blue,Each,Each,N/A,50m,14,10,false,N/A,14.000,99.00,148.01,10.000,,2013-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
216,4,USB food flash drive - sushi roll,N/A,Each,Each,N/A,N/A,14,1,false,N/A,14.000,32.00,47.84,0.050,,2013-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
217,3,Office cube periscope (Black),Black,Each,Carton,N/A,N/A,14,10,false,N/A,14.000,18.50,27.66,0.250,,2013-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
218,2,USB rocket launcher (Gray),Gray,Each,Each,N/A,N/A,14,1,false,N/A,14.000,25.00,37.38,0.300,,2013-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
219,1,USB missile launcher (Green),N/A,Each,Each,N/A,N/A,14,1,false,N/A,14.000,25.00,37.38,0.300,,2013-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
220,221,Novelty chilli chocolates 500g,N/A,Bag,Carton,N/A,500g,3,12,true,8302039293647,3.000,14.50,20.74,0.500,,2016-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
221,220,Novelty chilli chocolates 250g,N/A,Bag,Carton,N/A,250g,3,24,true,8302039293929,3.000,8.55,12.23,0.250,,2016-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
222,223,Chocolate echidnas 250g,N/A,Bag,Carton,N/A,250g,3,24,true,8792838293728,3.000,8.55,12.23,0.250,,2016-01-02T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
