StockItemKey,WWIStockItemID,StockItem,Color,SellingPackage,BuyingPackage,Brand,Size,LeadTimeDays,QuantityPerOuter,IsChillerStock,Barcode,TaxRate,UnitPrice,RecommendedRetailPrice,TypicalWeightPerUnit,Photo,ValidFrom,ValidTo,LineageKey
189,31,Developer joke mug - Oct 31 = Dec 25 (Black),Black,Each,Each,N/A,N/A,12,1,false,N/A,12.000,13.00,19.44,0.150,,2013-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
190,30,Developer joke mug - Oct 31 = Dec 25 (White),White,Each,Each,N/A,N/A,12,1,false,N/A,12.000,13.00,19.44,0.150,,2013-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
191,29,DBA joke mug - two types of DBAs (Black),Black,Each,Each,N/A,N/A,12,1,false,N/A,12.000,13.00,19.44,0.150,,2013-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
192,28,DBA joke mug - two types of DBAs (White),White,Each,Each,N/A,N/A,12,1,false,N/A,12.000,13.00,19.44,0.150,,2013-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
193,27,DBA joke mug - SELECT caffeine FROM mug (Black),Black,Each,Each,N/A,N/A,12,1,false,N/A,12.000,13.00,19.44,0.150,,2013-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
194,26,DBA joke mug - SELECT caffeine FROM mug (White),White,Each,Each,N/A,N/A,12,1,false,N/A,12.000,13.00,19.44,0.150,,2013-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
195,25,DBA joke mug - I will get you in order (Black),Black,Each,Each,N/A,N/A,12,1,false,N/A,12.000,13.00,19.44,0.150,,2013-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
196,24,DBA joke mug - I will get you in order (White),White,Each,Each,N/A,N/A,12,1,false,N/A,12.000,13.00,19.44,0.150,,2013-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
197,23,DBA joke mug - it depends (Black),Black,Each,Each,N/A,N/A,12,1,false,N/A,12.000,13.00,19.44,0.150,,2013-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
198,22,DBA joke mug - it depends (White),White,Each,Each,N/A,N/A,12,1,false,N/A,12.000,13.00,19.44,0.150,,2013-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
199,21,DBA joke mug - you might be a DBA if (Black),Black,Each,Each,N/A,N/A,12,1,false,N/A,12.000,13.00,19.44,0.150,,2013-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
200,20,DBA joke mug - you might be a DBA if (White),White,Each,Each,N/A,N/A,12,1,false,N/A,12.000,13.00,19.44,0.150,,2013-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
201,19,DBA joke mug - daaaaaa-ta (Black),Black,Each,Each,N/A,N/A,12,1,false,N/A,12.000,13.00,19.44,0.150,,2013-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
202,18,DBA joke mug - daaaaaa-ta (White),White,Each,Each,N/A,N/A,12,1,false,N/A,12.000,13.00,19.44,0.150,,2013-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
203,17,DBA joke mug - mind if I join you? (Black),Black,Each,Each,N/A,N/A,12,1,false,N/A,12.000,13.00,19.44,0.150,,2013-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
204,16,DBA joke mug - mind if I join you? (White),White,Each,Each,N/A,N/A,12,1,false,N/A,12.000,13.00,19.44,0.150,,2013-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
205,15,USB food flash drive - dessert 10 drive variety pack,N/A,Packet,Packet,N/A,N/A,14,1,false,N/A,14.000,240.00,358.80,0.500,,2013-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
206,14,USB food flash drive - fortune cookie,N/A,Each,Each,N/A,N/A,14,1,false,N/A,14.000,32.00,47.84,0.050,,2013-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
207,13,USB food flash drive - shrimp cocktail,N/A,Each,Each,N/A,N/A,14,1,false,N/A,14.000,32.00,47.84,0.050,,2013-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
208,12,USB food flash drive - donut,N/A,Each,Each,N/A,N/A,14,1,false,N/A,14.000,32.00,47.84,0.050,,2013-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
209,11,USB food flash drive - cookie,N/A,Each,Each,N/A,N/A,14,1,false,N/A,14.000,32.00,47.84,0.050,,2013-01-01T00:00:00.000Z,2016-05-31T23:00:00.000Z,5
