Date,DayNumber,Day,Month,ShortMonth,CalendarMonthNumber,CalendarMonthLabel,CalendarYear,CalendarYearLabel,FiscalMonthNumber,FiscalMonthLabel,FiscalYear,FiscalYearLabel,ISOWeekNumber
2002-01-01T00:00:00.000Z,1,1,January,Jan,1,CY2002-Jan,2002,CY2002,3,FY2002-Jan,2002,FY2002,1
2002-01-02T00:00:00.000Z,2,2,January,Jan,1,CY2002-Jan,2002,CY2002,3,FY2002-Jan,2002,FY2002,1
2002-01-03T00:00:00.000Z,3,3,January,Jan,1,CY2002-Jan,2002,CY2002,3,FY2002-Jan,2002,FY2002,1
2002-01-04T00:00:00.000Z,4,4,January,Jan,1,CY2002-Jan,2002,CY2002,3,FY2002-Jan,2002,FY2002,1
2002-01-05T00:00:00.000Z,5,5,January,Jan,1,CY2002-Jan,2002,CY2002,3,FY2002-Jan,2002,FY2002,1
2002-01-06T00:00:00.000Z,6,6,January,Jan,1,CY2002-Jan,2002,CY2002,3,FY2002-Jan,2002,FY2002,1
2002-01-07T00:00:00.000Z,7,7,January,Jan,1,CY2002-Jan,2002,CY2002,3,FY2002-Jan,2002,FY2002,2
2002-01-08T00:00:00.000Z,8,8,January,Jan,1,CY2002-Jan,2002,CY2002,3,FY2002-Jan,2002,FY2002,2
2002-01-09T00:00:00.000Z,9,9,January,Jan,1,CY2002-Jan,2002,CY2002,3,FY2002-Jan,2002,FY2002,2
2002-01-10T00:00:00.000Z,10,10,January,Jan,1,CY2002-Jan,2002,CY2002,3,FY2002-Jan,2002,FY2002,2
2002-02-01T00:00:00.000Z,1,1,February,Feb,2,CY2002-Feb,2002,CY2002,4,FY2002-Feb,2002,FY2002,5
2002-02-02T00:00:00.000Z,2,2,February,Feb,2,CY2002-Feb,2002,CY2002,4,FY2002-Feb,2002,FY2002,5
2002-02-03T00:00:00.000Z,3,3,February,Feb,2,CY2002-Feb,2002,CY2002,4,FY2002-Feb,2002,FY2002,5
2002-02-04T00:00:00.000Z,4,4,February,Feb,2,CY2002-Feb,2002,CY2002,4,FY2002-Feb,2002,FY2002,6
2002-02-05T00:00:00.000Z,5,5,February,Feb,2,CY2002-Feb,2002,CY2002,4,FY2002-Feb,2002,FY2002,6
2002-02-06T00:00:00.000Z,6,6,February,Feb,2,CY2002-Feb,2002,CY2002,4,FY2002-Feb,2002,FY2002,6
2002-02-07T00:00:00.000Z,7,7,February,Feb,2,CY2002-Feb,2002,CY2002,4,FY2002-Feb,2002,FY2002,6
2002-02-08T00:00:00.000Z,8,8,February,Feb,2,CY2002-Feb,2002,CY2002,4,FY2002-Feb,2002,FY2002,6
2002-02-09T00:00:00.000Z,9,9,February,Feb,2,CY2002-Feb,2002,CY2002,4,FY2002-Feb,2002,FY2002,6
2002-02-10T00:00:00.000Z,10,10,February,Feb,2,CY2002-Feb,2002,CY2002,4,FY2002-Feb,2002,FY2002,6
2002-03-01T00:00:00.000Z,1,1,March,Mar,3,CY2002-Mar,2002,CY2002,5,FY2002-Mar,2002,FY2002,9
2002-03-02T00:00:00.000Z,2,2,March,Mar,3,CY2002-Mar,2002,CY2002,5,FY2002-Mar,2002,FY2002,9
2002-03-03T00:00:00.000Z,3,3,March,Mar,3,CY2002-Mar,2002,CY2002,5,FY2002-Mar,2002,FY2002,9
2002-03-04T00:00:00.000Z,4,4,March,Mar,3,CY2002-Mar,2002,CY2002,5,FY2002-Mar,2002,FY2002,10
2002-03-05T00:00:00.000Z,5,5,March,Mar,3,CY2002-Mar,2002,CY2002,5,FY2002-Mar,2002,FY2002,10
2002-03-06T00:00:00.000Z,6,6,March,Mar,3,CY2002-Mar,2002,CY2002,5,FY2002-Mar,2002,FY2002,10
2002-03-07T00:00:00.000Z,7,7,March,Mar,3,CY2002-Mar,2002,CY2002,5,FY2002-Mar,2002,FY2002,10
2002-03-08T00:00:00.000Z,8,8,March,Mar,3,CY2002-Mar,2002,CY2002,5,FY2002-Mar,2002,FY2002,10
2002-03-09T00:00:00.000Z,9,9,March,Mar,3,CY2002-Mar,2002,CY2002,5,FY2002-Mar,2002,FY2002,10
2002-03-10T00:00:00.000Z,10,10,March,Mar,3,CY2002-Mar,2002,CY2002,5,FY2002-Mar,2002,FY2002,10
2002-04-01T00:00:00.000Z,1,1,April,Apr,4,CY2002-Apr,2002,CY2002,6,FY2002-Apr,2002,FY2002,14
2002-04-02T00:00:00.000Z,2,2,April,Apr,4,CY2002-Apr,2002,CY2002,6,FY2002-Apr,2002,FY2002,14
2002-04-03T00:00:00.000Z,3,3,April,Apr,4,CY2002-Apr,2002,CY2002,6,FY2002-Apr,2002,FY2002,14
