Date,DayNumber,Day,Month,ShortMonth,CalendarMonthNumber,CalendarMonthLabel,CalendarYear,CalendarYearLabel,FiscalMonthNumber,FiscalMonthLabel,FiscalYear,FiscalYearLabel,ISOWeekNumber
2015-01-31T00:00:00.000Z,31,31,January,Jan,1,CY2015-Jan,2015,CY2015,3,FY2015-Jan,2015,FY2015,5
2015-03-31T00:00:00.000Z,31,31,March,Mar,3,CY2015-Mar,2015,CY2015,5,FY2015-Mar,2015,FY2015,14
2015-05-31T00:00:00.000Z,31,31,May,May,5,CY2015-May,2015,CY2015,7,FY2015-May,2015,FY2015,22
2015-07-31T00:00:00.000Z,31,31,July,Jul,7,CY2015-Jul,2015,CY2015,9,FY2015-Jul,2015,FY2015,31
2015-08-31T00:00:00.000Z,31,31,August,Aug,8,CY2015-Aug,2015,CY2015,10,FY2015-Aug,2015,FY2015,36
2015-09-30T00:00:00.000Z,30,30,September,Sep,9,CY2015-Sep,2015,CY2015,11,FY2015-Sep,2015,FY2015,40
2015-10-30T00:00:00.000Z,30,30,October,Oct,10,CY2015-Oct,2015,CY2015,12,FY2015-Oct,2015,FY2015,44
2015-10-31T00:00:00.000Z,31,31,October,Oct,10,CY2015-Oct,2015,CY2015,12,FY2015-Oct,2015,FY2015,44
2015-11-30T00:00:00.000Z,30,30,November,Nov,11,CY2015-Nov,2015,CY2015,1,FY2016-Nov,2016,FY2016,49
2015-12-30T00:00:00.000Z,30,30,December,Dec,12,CY2015-Dec,2015,CY2015,2,FY2016-Dec,2016,FY2016,53
2015-12-31T00:00:00.000Z,31,31,December,Dec,12,CY2015-Dec,2015,CY2015,2,FY2016-Dec,2016,FY2016,53
2002-01-11T00:00:00.000Z,11,11,January,Jan,1,CY2002-Jan,2002,CY2002,3,FY2002-Jan,2002,FY2002,2
2002-01-12T00:00:00.000Z,12,12,January,Jan,1,CY2002-Jan,2002,CY2002,3,FY2002-Jan,2002,FY2002,2
2002-01-13T00:00:00.000Z,13,13,January,Jan,1,CY2002-Jan,2002,CY2002,3,FY2002-Jan,2002,FY2002,2
2002-01-14T00:00:00.000Z,14,14,January,Jan,1,CY2002-Jan,2002,CY2002,3,FY2002-Jan,2002,FY2002,3
2002-01-15T00:00:00.000Z,15,15,January,Jan,1,CY2002-Jan,2002,CY2002,3,FY2002-Jan,2002,FY2002,3
2002-01-16T00:00:00.000Z,16,16,January,Jan,1,CY2002-Jan,2002,CY2002,3,FY2002-Jan,2002,FY2002,3
2002-01-17T00:00:00.000Z,17,17,January,Jan,1,CY2002-Jan,2002,CY2002,3,FY2002-Jan,2002,FY2002,3
2002-01-18T00:00:00.000Z,18,18,January,Jan,1,CY2002-Jan,2002,CY2002,3,FY2002-Jan,2002,FY2002,3
2002-01-19T00:00:00.000Z,19,19,January,Jan,1,CY2002-Jan,2002,CY2002,3,FY2002-Jan,2002,FY2002,3
2002-01-20T00:00:00.000Z,20,20,January,Jan,1,CY2002-Jan,2002,CY2002,3,FY2002-Jan,2002,FY2002,3
2002-02-11T00:00:00.000Z,11,11,February,Feb,2,CY2002-Feb,2002,CY2002,4,FY2002-Feb,2002,FY2002,7
2002-02-12T00:00:00.000Z,12,12,February,Feb,2,CY2002-Feb,2002,CY2002,4,FY2002-Feb,2002,FY2002,7
2002-02-13T00:00:00.000Z,13,13,February,Feb,2,CY2002-Feb,2002,CY2002,4,FY2002-Feb,2002,FY2002,7
2002-02-14T00:00:00.000Z,14,14,February,Feb,2,CY2002-Feb,2002,CY2002,4,FY2002-Feb,2002,FY2002,7
2002-02-15T00:00:00.000Z,15,15,February,Feb,2,CY2002-Feb,2002,CY2002,4,FY2002-Feb,2002,FY2002,7
2002-02-16T00:00:00.000Z,16,16,February,Feb,2,CY2002-Feb,2002,CY2002,4,FY2002-Feb,2002,FY2002,7
2002-02-17T00:00:00.000Z,17,17,February,Feb,2,CY2002-Feb,2002,CY2002,4,FY2002-Feb,2002,FY2002,7
2002-02-18T00:00:00.000Z,18,18,February,Feb,2,CY2002-Feb,2002,CY2002,4,FY2002-Feb,2002,FY2002,8
2002-02-19T00:00:00.000Z,19,19,February,Feb,2,CY2002-Feb,2002,CY2002,4,FY2002-Feb,2002,FY2002,8
2002-02-20T00:00:00.000Z,20,20,February,Feb,2,CY2002-Feb,2002,CY2002,4,FY2002-Feb,2002,FY2002,8
2002-03-11T00:00:00.000Z,11,11,March,Mar,3,CY2002-Mar,2002,CY2002,5,FY2002-Mar,2002,FY2002,11
2002-03-12T00:00:00.000Z,12,12,March,Mar,3,CY2002-Mar,2002,CY2002,5,FY2002-Mar,2002,FY2002,11
2002-03-13T00:00:00.000Z,13,13,March,Mar,3,CY2002-Mar,2002,CY2002,5,FY2002-Mar,2002,FY2002,11
2002-03-14T00:00:00.000Z,14,14,March,Mar,3,CY2002-Mar,2002,CY2002,5,FY2002-Mar,2002,FY2002,11
2002-03-15T00:00:00.000Z,15,15,March,Mar,3,CY2002-Mar,2002,CY2002,5,FY2002-Mar,2002,FY2002,11
2002-03-16T00:00:00.000Z,16,16,March,Mar,3,CY2002-Mar,2002,CY2002,5,FY2002-Mar,2002,FY2002,11
2002-03-17T00:00:00.000Z,17,17,March,Mar,3,CY2002-Mar,2002,CY2002,5,FY2002-Mar,2002,FY2002,11
2002-03-18T00:00:00.000Z,18,18,March,Mar,3,CY2002-Mar,2002,CY2002,5,FY2002-Mar,2002,FY2002,12
2002-03-19T00:00:00.000Z,19,19,March,Mar,3,CY2002-Mar,2002,CY2002,5,FY2002-Mar,2002,FY2002,12
2002-03-20T00:00:00.000Z,20,20,March,Mar,3,CY2002-Mar,2002,CY2002,5,FY2002-Mar,2002,FY2002,12
2002-04-11T00:00:00.000Z,11,11,April,Apr,4,CY2002-Apr,2002,CY2002,6,FY2002-Apr,2002,FY2002,15
2002-04-12T00:00:00.000Z,12,12,April,Apr,4,CY2002-Apr,2002,CY2002,6,FY2002-Apr,2002,FY2002,15
