Date,DayNumber,Day,Month,ShortMonth,CalendarMonthNumber,CalendarMonthLabel,CalendarYear,CalendarYearLabel,FiscalMonthNumber,FiscalMonthLabel,FiscalYear,FiscalYearLabel,ISOWeekNumber
2009-01-01T00:00:00.000Z,1,1,January,Jan,1,CY2009-Jan,2009,CY2009,3,FY2009-Jan,2009,FY2009,1
2009-01-02T00:00:00.000Z,2,2,January,Jan,1,CY2009-Jan,2009,CY2009,3,FY2009-Jan,2009,FY2009,1
2009-01-03T00:00:00.000Z,3,3,January,Jan,1,CY2009-Jan,2009,CY2009,3,FY2009-Jan,2009,FY2009,1
2009-01-04T00:00:00.000Z,4,4,January,Jan,1,CY2009-Jan,2009,CY2009,3,FY2009-Jan,2009,FY2009,1
2009-01-05T00:00:00.000Z,5,5,January,Jan,1,CY2009-Jan,2009,CY2009,3,FY2009-Jan,2009,FY2009,2
2009-01-06T00:00:00.000Z,6,6,January,Jan,1,CY2009-Jan,2009,CY2009,3,FY2009-Jan,2009,FY2009,2
2009-01-07T00:00:00.000Z,7,7,January,Jan,1,CY2009-Jan,2009,CY2009,3,FY2009-Jan,2009,FY2009,2
2009-01-08T00:00:00.000Z,8,8,January,Jan,1,CY2009-Jan,2009,CY2009,3,FY2009-Jan,2009,FY2009,2
2009-01-09T00:00:00.000Z,9,9,January,Jan,1,CY2009-Jan,2009,CY2009,3,FY2009-Jan,2009,FY2009,2
2009-01-10T00:00:00.000Z,10,10,January,Jan,1,CY2009-Jan,2009,CY2009,3,FY2009-Jan,2009,FY2009,2
2009-02-01T00:00:00.000Z,1,1,February,Feb,2,CY2009-Feb,2009,CY2009,4,FY2009-Feb,2009,FY2009,5
2009-02-02T00:00:00.000Z,2,2,February,Feb,2,CY2009-Feb,2009,CY2009,4,FY2009-Feb,2009,FY2009,6
2009-02-03T00:00:00.000Z,3,3,February,Feb,2,CY2009-Feb,2009,CY2009,4,FY2009-Feb,2009,FY2009,6
2009-02-04T00:00:00.000Z,4,4,February,Feb,2,CY2009-Feb,2009,CY2009,4,FY2009-Feb,2009,FY2009,6
2009-02-05T00:00:00.000Z,5,5,February,Feb,2,CY2009-Feb,2009,CY2009,4,FY2009-Feb,2009,FY2009,6
2009-02-06T00:00:00.000Z,6,6,February,Feb,2,CY2009-Feb,2009,CY2009,4,FY2009-Feb,2009,FY2009,6
2009-02-07T00:00:00.000Z,7,7,February,Feb,2,CY2009-Feb,2009,CY2009,4,FY2009-Feb,2009,FY2009,6
2009-02-08T00:00:00.000Z,8,8,February,Feb,2,CY2009-Feb,2009,CY2009,4,FY2009-Feb,2009,FY2009,6
2009-02-09T00:00:00.000Z,9,9,February,Feb,2,CY2009-Feb,2009,CY2009,4,FY2009-Feb,2009,FY2009,7
2009-02-10T00:00:00.000Z,10,10,February,Feb,2,CY2009-Feb,2009,CY2009,4,FY2009-Feb,2009,FY2009,7
2009-03-01T00:00:00.000Z,1,1,March,Mar,3,CY2009-Mar,2009,CY2009,5,FY2009-Mar,2009,FY2009,9
2009-03-02T00:00:00.000Z,2,2,March,Mar,3,CY2009-Mar,2009,CY2009,5,FY2009-Mar,2009,FY2009,10
2009-03-03T00:00:00.000Z,3,3,March,Mar,3,CY2009-Mar,2009,CY2009,5,FY2009-Mar,2009,FY2009,10
2009-03-04T00:00:00.000Z,4,4,March,Mar,3,CY2009-Mar,2009,CY2009,5,FY2009-Mar,2009,FY2009,10
2009-03-05T00:00:00.000Z,5,5,March,Mar,3,CY2009-Mar,2009,CY2009,5,FY2009-Mar,2009,FY2009,10
2009-03-06T00:00:00.000Z,6,6,March,Mar,3,CY2009-Mar,2009,CY2009,5,FY2009-Mar,2009,FY2009,10
2009-03-07T00:00:00.000Z,7,7,March,Mar,3,CY2009-Mar,2009,CY2009,5,FY2009-Mar,2009,FY2009,10
2009-03-08T00:00:00.000Z,8,8,March,Mar,3,CY2009-Mar,2009,CY2009,5,FY2009-Mar,2009,FY2009,10
2009-03-09T00:00:00.000Z,9,9,March,Mar,3,CY2009-Mar,2009,CY2009,5,FY2009-Mar,2009,FY2009,11
2009-03-10T00:00:00.000Z,10,10,March,Mar,3,CY2009-Mar,2009,CY2009,5,FY2009-Mar,2009,FY2009,11
2009-04-01T00:00:00.000Z,1,1,April,Apr,4,CY2009-Apr,2009,CY2009,6,FY2009-Apr,2009,FY2009,14
2009-04-02T00:00:00.000Z,2,2,April,Apr,4,CY2009-Apr,2009,CY2009,6,FY2009-Apr,2009,FY2009,14
2009-04-03T00:00:00.000Z,3,3,April,Apr,4,CY2009-Apr,2009,CY2009,6,FY2009-Apr,2009,FY2009,14
2009-04-04T00:00:00.000Z,4,4,April,Apr,4,CY2009-Apr,2009,CY2009,6,FY2009-Apr,2009,FY2009,14
2009-04-05T00:00:00.000Z,5,5,April,Apr,4,CY2009-Apr,2009,CY2009,6,FY2009-Apr,2009,FY2009,14
2009-04-06T00:00:00.000Z,6,6,April,Apr,4,CY2009-Apr,2009,CY2009,6,FY2009-Apr,2009,FY2009,15
2009-04-07T00:00:00.000Z,7,7,April,Apr,4,CY2009-Apr,2009,CY2009,6,FY2009-Apr,2009,FY2009,15
2009-04-08T00:00:00.000Z,8,8,April,Apr,4,CY2009-Apr,2009,CY2009,6,FY2009-Apr,2009,FY2009,15
2009-04-09T00:00:00.000Z,9,9,April,Apr,4,CY2009-Apr,2009,CY2009,6,FY2009-Apr,2009,FY2009,15
2009-04-10T00:00:00.000Z,10,10,April,Apr,4,CY2009-Apr,2009,CY2009,6,FY2009-Apr,2009,FY2009,15
2009-05-01T00:00:00.000Z,1,1,May,May,5,CY2009-May,2009,CY2009,7,FY2009-May,2009,FY2009,18
2009-05-02T00:00:00.000Z,2,2,May,May,5,CY2009-May,2009,CY2009,7,FY2009-May,2009,FY2009,18
2009-05-03T00:00:00.000Z,3,3,May,May,5,CY2009-May,2009,CY2009,7,FY2009-May,2009,FY2009,18
2009-05-04T00:00:00.000Z,4,4,May,May,5,CY2009-May,2009,CY2009,7,FY2009-May,2009,FY2009,19
2009-05-05T00:00:00.000Z,5,5,May,May,5,CY2009-May,2009,CY2009,7,FY2009-May,2009,FY2009,19
2009-05-06T00:00:00.000Z,6,6,May,May,5,CY2009-May,2009,CY2009,7,FY2009-May,2009,FY2009,19
2009-05-07T00:00:00.000Z,7,7,May,May,5,CY2009-May,2009,CY2009,7,FY2009-May,2009,FY2009,19
2009-05-08T00:00:00.000Z,8,8,May,May,5,CY2009-May,2009,CY2009,7,FY2009-May,2009,FY2009,19
2009-05-09T00:00:00.000Z,9,9,May,May,5,CY2009-May,2009,CY2009,7,FY2009-May,2009,FY2009,19
2009-05-10T00:00:00.000Z,10,10,May,May,5,CY2009-May,2009,CY2009,7,FY2009-May,2009,FY2009,19
2009-06-01T00:00:00.000Z,1,1,June,Jun,6,CY2009-Jun,2009,CY2009,8,FY2009-Jun,2009,FY2009,23
2009-06-02T00:00:00.000Z,2,2,June,Jun,6,CY2009-Jun,2009,CY2009,8,FY2009-Jun,2009,FY2009,23
2009-06-03T00:00:00.000Z,3,3,June,Jun,6,CY2009-Jun,2009,CY2009,8,FY2009-Jun,2009,FY2009,23
2009-06-04T00:00:00.000Z,4,4,June,Jun,6,CY2009-Jun,2009,CY2009,8,FY2009-Jun,2009,FY2009,23
2009-06-05T00:00:00.000Z,5,5,June,Jun,6,CY2009-Jun,2009,CY2009,8,FY2009-Jun,2009,FY2009,23
2009-06-06T00:00:00.000Z,6,6,June,Jun,6,CY2009-Jun,2009,CY2009,8,FY2009-Jun,2009,FY2009,23
2009-06-07T00:00:00.000Z,7,7,June,Jun,6,CY2009-Jun,2009,CY2009,8,FY2009-Jun,2009,FY2009,23
2009-06-08T00:00:00.000Z,8,8,June,Jun,6,CY2009-Jun,2009,CY2009,8,FY2009-Jun,2009,FY2009,24
2009-06-09T00:00:00.000Z,9,9,June,Jun,6,CY2009-Jun,2009,CY2009,8,FY2009-Jun,2009,FY2009,24
2009-06-10T00:00:00.000Z,10,10,June,Jun,6,CY2009-Jun,2009,CY2009,8,FY2009-Jun,2009,FY2009,24
2009-07-01T00:00:00.000Z,1,1,July,Jul,7,CY2009-Jul,2009,CY2009,9,FY2009-Jul,2009,FY2009,27
2009-07-02T00:00:00.000Z,2,2,July,Jul,7,CY2009-Jul,2009,CY2009,9,FY2009-Jul,2009,FY2009,27
2009-07-03T00:00:00.000Z,3,3,July,Jul,7,CY2009-Jul,2009,CY2009,9,FY2009-Jul,2009,FY2009,27
2009-07-04T00:00:00.000Z,4,4,July,Jul,7,CY2009-Jul,2009,CY2009,9,FY2009-Jul,2009,FY2009,27
2009-07-05T00:00:00.000Z,5,5,July,Jul,7,CY2009-Jul,2009,CY2009,9,FY2009-Jul,2009,FY2009,27
2009-07-06T00:00:00.000Z,6,6,July,Jul,7,CY2009-Jul,2009,CY2009,9,FY2009-Jul,2009,FY2009,28
2009-07-07T00:00:00.000Z,7,7,July,Jul,7,CY2009-Jul,2009,CY2009,9,FY2009-Jul,2009,FY2009,28
2009-07-08T00:00:00.000Z,8,8,July,Jul,7,CY2009-Jul,2009,CY2009,9,FY2009-Jul,2009,FY2009,28
2009-07-09T00:00:00.000Z,9,9,July,Jul,7,CY2009-Jul,2009,CY2009,9,FY2009-Jul,2009,FY2009,28
2009-07-10T00:00:00.000Z,10,10,July,Jul,7,CY2009-Jul,2009,CY2009,9,FY2009-Jul,2009,FY2009,28
2009-08-01T00:00:00.000Z,1,1,August,Aug,8,CY2009-Aug,2009,CY2009,10,FY2009-Aug,2009,FY2009,31
2009-08-02T00:00:00.000Z,2,2,August,Aug,8,CY2009-Aug,2009,CY2009,10,FY2009-Aug,2009,FY2009,31
2009-08-03T00:00:00.000Z,3,3,August,Aug,8,CY2009-Aug,2009,CY2009,10,FY2009-Aug,2009,FY2009,32
2009-08-04T00:00:00.000Z,4,4,August,Aug,8,CY2009-Aug,2009,CY2009,10,FY2009-Aug,2009,FY2009,32
2009-08-05T00:00:00.000Z,5,5,August,Aug,8,CY2009-Aug,2009,CY2009,10,FY2009-Aug,2009,FY2009,32
2009-08-06T00:00:00.000Z,6,6,August,Aug,8,CY2009-Aug,2009,CY2009,10,FY2009-Aug,2009,FY2009,32
2009-08-07T00:00:00.000Z,7,7,August,Aug,8,CY2009-Aug,2009,CY2009,10,FY2009-Aug,2009,FY2009,32
2009-08-08T00:00:00.000Z,8,8,August,Aug,8,CY2009-Aug,2009,CY2009,10,FY2009-Aug,2009,FY2009,32
2009-08-09T00:00:00.000Z,9,9,August,Aug,8,CY2009-Aug,2009,CY2009,10,FY2009-Aug,2009,FY2009,32
2009-08-10T00:00:00.000Z,10,10,August,Aug,8,CY2009-Aug,2009,CY2009,10,FY2009-Aug,2009,FY2009,33
2009-09-01T00:00:00.000Z,1,1,September,Sep,9,CY2009-Sep,2009,CY2009,11,FY2009-Sep,2009,FY2009,36
2009-09-02T00:00:00.000Z,2,2,September,Sep,9,CY2009-Sep,2009,CY2009,11,FY2009-Sep,2009,FY2009,36
2009-09-03T00:00:00.000Z,3,3,September,Sep,9,CY2009-Sep,2009,CY2009,11,FY2009-Sep,2009,FY2009,36
2009-09-04T00:00:00.000Z,4,4,September,Sep,9,CY2009-Sep,2009,CY2009,11,FY2009-Sep,2009,FY2009,36
2009-09-05T00:00:00.000Z,5,5,September,Sep,9,CY2009-Sep,2009,CY2009,11,FY2009-Sep,2009,FY2009,36
2009-09-06T00:00:00.000Z,6,6,September,Sep,9,CY2009-Sep,2009,CY2009,11,FY2009-Sep,2009,FY2009,36
2009-09-07T00:00:00.000Z,7,7,September,Sep,9,CY2009-Sep,2009,CY2009,11,FY2009-Sep,2009,FY2009,37
2009-09-08T00:00:00.000Z,8,8,September,Sep,9,CY2009-Sep,2009,CY2009,11,FY2009-Sep,2009,FY2009,37
2009-09-09T00:00:00.000Z,9,9,September,Sep,9,CY2009-Sep,2009,CY2009,11,FY2009-Sep,2009,FY2009,37
2009-09-10T00:00:00.000Z,10,10,September,Sep,9,CY2009-Sep,2009,CY2009,11,FY2009-Sep,2009,FY2009,37
2009-10-01T00:00:00.000Z,1,1,October,Oct,10,CY2009-Oct,2009,CY2009,12,FY2009-Oct,2009,FY2009,40
2009-10-02T00:00:00.000Z,2,2,October,Oct,10,CY2009-Oct,2009,CY2009,12,FY2009-Oct,2009,FY2009,40
2009-10-03T00:00:00.000Z,3,3,October,Oct,10,CY2009-Oct,2009,CY2009,12,FY2009-Oct,2009,FY2009,40
2009-10-04T00:00:00.000Z,4,4,October,Oct,10,CY2009-Oct,2009,CY2009,12,FY2009-Oct,2009,FY2009,40
2009-10-05T00:00:00.000Z,5,5,October,Oct,10,CY2009-Oct,2009,CY2009,12,FY2009-Oct,2009,FY2009,41
2009-10-06T00:00:00.000Z,6,6,October,Oct,10,CY2009-Oct,2009,CY2009,12,FY2009-Oct,2009,FY2009,41
2009-10-07T00:00:00.000Z,7,7,October,Oct,10,CY2009-Oct,2009,CY2009,12,FY2009-Oct,2009,FY2009,41
2009-10-08T00:00:00.000Z,8,8,October,Oct,10,CY2009-Oct,2009,CY2009,12,FY2009-Oct,2009,FY2009,41
2009-10-09T00:00:00.000Z,9,9,October,Oct,10,CY2009-Oct,2009,CY2009,12,FY2009-Oct,2009,FY2009,41
2009-10-10T00:00:00.000Z,10,10,October,Oct,10,CY2009-Oct,2009,CY2009,12,FY2009-Oct,2009,FY2009,41
2009-11-01T00:00:00.000Z,1,1,November,Nov,11,CY2009-Nov,2009,CY2009,1,FY2010-Nov,2010,FY2010,44
