Date,DayNumber,Day,Month,ShortMonth,CalendarMonthNumber,CalendarMonthLabel,CalendarYear,CalendarYearLabel,FiscalMonthNumber,FiscalMonthLabel,FiscalYear,FiscalYearLabel,ISOWeekNumber
2015-01-11T00:00:00.000Z,11,11,January,Jan,1,CY2015-Jan,2015,CY2015,3,FY2015-Jan,2015,FY2015,2
2015-01-12T00:00:00.000Z,12,12,January,Jan,1,CY2015-Jan,2015,CY2015,3,FY2015-Jan,2015,FY2015,3
2015-01-13T00:00:00.000Z,13,13,January,Jan,1,CY2015-Jan,2015,CY2015,3,FY2015-Jan,2015,FY2015,3
2015-01-14T00:00:00.000Z,14,14,January,Jan,1,CY2015-Jan,2015,CY2015,3,FY2015-Jan,2015,FY2015,3
2015-01-15T00:00:00.000Z,15,15,January,Jan,1,CY2015-Jan,2015,CY2015,3,FY2015-Jan,2015,FY2015,3
2015-01-16T00:00:00.000Z,16,16,January,Jan,1,CY2015-Jan,2015,CY2015,3,FY2015-Jan,2015,FY2015,3
2015-01-17T00:00:00.000Z,17,17,January,Jan,1,CY2015-Jan,2015,CY2015,3,FY2015-Jan,2015,FY2015,3
2015-01-18T00:00:00.000Z,18,18,January,Jan,1,CY2015-Jan,2015,CY2015,3,FY2015-Jan,2015,FY2015,3
2015-01-19T00:00:00.000Z,19,19,January,Jan,1,CY2015-Jan,2015,CY2015,3,FY2015-Jan,2015,FY2015,4
2015-01-20T00:00:00.000Z,20,20,January,Jan,1,CY2015-Jan,2015,CY2015,3,FY2015-Jan,2015,FY2015,4
2015-02-11T00:00:00.000Z,11,11,February,Feb,2,CY2015-Feb,2015,CY2015,4,FY2015-Feb,2015,FY2015,7
2015-02-12T00:00:00.000Z,12,12,February,Feb,2,CY2015-Feb,2015,CY2015,4,FY2015-Feb,2015,FY2015,7
2015-02-13T00:00:00.000Z,13,13,February,Feb,2,CY2015-Feb,2015,CY2015,4,FY2015-Feb,2015,FY2015,7
2015-02-14T00:00:00.000Z,14,14,February,Feb,2,CY2015-Feb,2015,CY2015,4,FY2015-Feb,2015,FY2015,7
2015-02-15T00:00:00.000Z,15,15,February,Feb,2,CY2015-Feb,2015,CY2015,4,FY2015-Feb,2015,FY2015,7
2015-02-16T00:00:00.000Z,16,16,February,Feb,2,CY2015-Feb,2015,CY2015,4,FY2015-Feb,2015,FY2015,8
2015-02-17T00:00:00.000Z,17,17,February,Feb,2,CY2015-Feb,2015,CY2015,4,FY2015-Feb,2015,FY2015,8
2015-02-18T00:00:00.000Z,18,18,February,Feb,2,CY2015-Feb,2015,CY2015,4,FY2015-Feb,2015,FY2015,8
2015-02-19T00:00:00.000Z,19,19,February,Feb,2,CY2015-Feb,2015,CY2015,4,FY2015-Feb,2015,FY2015,8
2015-02-20T00:00:00.000Z,20,20,February,Feb,2,CY2015-Feb,2015,CY2015,4,FY2015-Feb,2015,FY2015,8
2015-03-11T00:00:00.000Z,11,11,March,Mar,3,CY2015-Mar,2015,CY2015,5,FY2015-Mar,2015,FY2015,11
2015-03-12T00:00:00.000Z,12,12,March,Mar,3,CY2015-Mar,2015,CY2015,5,FY2015-Mar,2015,FY2015,11
2015-03-13T00:00:00.000Z,13,13,March,Mar,3,CY2015-Mar,2015,CY2015,5,FY2015-Mar,2015,FY2015,11
2015-03-14T00:00:00.000Z,14,14,March,Mar,3,CY2015-Mar,2015,CY2015,5,FY2015-Mar,2015,FY2015,11
2015-03-15T00:00:00.000Z,15,15,March,Mar,3,CY2015-Mar,2015,CY2015,5,FY2015-Mar,2015,FY2015,11
2015-03-16T00:00:00.000Z,16,16,March,Mar,3,CY2015-Mar,2015,CY2015,5,FY2015-Mar,2015,FY2015,12
2015-03-17T00:00:00.000Z,17,17,March,Mar,3,CY2015-Mar,2015,CY2015,5,FY2015-Mar,2015,FY2015,12
2015-03-18T00:00:00.000Z,18,18,March,Mar,3,CY2015-Mar,2015,CY2015,5,FY2015-Mar,2015,FY2015,12
2015-03-19T00:00:00.000Z,19,19,March,Mar,3,CY2015-Mar,2015,CY2015,5,FY2015-Mar,2015,FY2015,12
2015-03-20T00:00:00.000Z,20,20,March,Mar,3,CY2015-Mar,2015,CY2015,5,FY2015-Mar,2015,FY2015,12
2015-04-11T00:00:00.000Z,11,11,April,Apr,4,CY2015-Apr,2015,CY2015,6,FY2015-Apr,2015,FY2015,15
2015-04-12T00:00:00.000Z,12,12,April,Apr,4,CY2015-Apr,2015,CY2015,6,FY2015-Apr,2015,FY2015,15
2015-04-13T00:00:00.000Z,13,13,April,Apr,4,CY2015-Apr,2015,CY2015,6,FY2015-Apr,2015,FY2015,16
2015-04-14T00:00:00.000Z,14,14,April,Apr,4,CY2015-Apr,2015,CY2015,6,FY2015-Apr,2015,FY2015,16
2015-04-15T00:00:00.000Z,15,15,April,Apr,4,CY2015-Apr,2015,CY2015,6,FY2015-Apr,2015,FY2015,16
2015-04-16T00:00:00.000Z,16,16,April,Apr,4,CY2015-Apr,2015,CY2015,6,FY2015-Apr,2015,FY2015,16
2015-04-17T00:00:00.000Z,17,17,April,Apr,4,CY2015-Apr,2015,CY2015,6,FY2015-Apr,2015,FY2015,16
2015-04-18T00:00:00.000Z,18,18,April,Apr,4,CY2015-Apr,2015,CY2015,6,FY2015-Apr,2015,FY2015,16
2015-04-19T00:00:00.000Z,19,19,April,Apr,4,CY2015-Apr,2015,CY2015,6,FY2015-Apr,2015,FY2015,16
2015-04-20T00:00:00.000Z,20,20,April,Apr,4,CY2015-Apr,2015,CY2015,6,FY2015-Apr,2015,FY2015,17
2015-05-11T00:00:00.000Z,11,11,May,May,5,CY2015-May,2015,CY2015,7,FY2015-May,2015,FY2015,20
2015-05-12T00:00:00.000Z,12,12,May,May,5,CY2015-May,2015,CY2015,7,FY2015-May,2015,FY2015,20
2015-05-13T00:00:00.000Z,13,13,May,May,5,CY2015-May,2015,CY2015,7,FY2015-May,2015,FY2015,20
2015-05-14T00:00:00.000Z,14,14,May,May,5,CY2015-May,2015,CY2015,7,FY2015-May,2015,FY2015,20
2015-05-15T00:00:00.000Z,15,15,May,May,5,CY2015-May,2015,CY2015,7,FY2015-May,2015,FY2015,20
2015-05-16T00:00:00.000Z,16,16,May,May,5,CY2015-May,2015,CY2015,7,FY2015-May,2015,FY2015,20
2015-05-17T00:00:00.000Z,17,17,May,May,5,CY2015-May,2015,CY2015,7,FY2015-May,2015,FY2015,20
2015-05-18T00:00:00.000Z,18,18,May,May,5,CY2015-May,2015,CY2015,7,FY2015-May,2015,FY2015,21
2015-05-19T00:00:00.000Z,19,19,May,May,5,CY2015-May,2015,CY2015,7,FY2015-May,2015,FY2015,21
2015-05-20T00:00:00.000Z,20,20,May,May,5,CY2015-May,2015,CY2015,7,FY2015-May,2015,FY2015,21
2015-06-11T00:00:00.000Z,11,11,June,Jun,6,CY2015-Jun,2015,CY2015,8,FY2015-Jun,2015,FY2015,24
2015-06-12T00:00:00.000Z,12,12,June,Jun,6,CY2015-Jun,2015,CY2015,8,FY2015-Jun,2015,FY2015,24
2015-06-13T00:00:00.000Z,13,13,June,Jun,6,CY2015-Jun,2015,CY2015,8,FY2015-Jun,2015,FY2015,24
2015-06-14T00:00:00.000Z,14,14,June,Jun,6,CY2015-Jun,2015,CY2015,8,FY2015-Jun,2015,FY2015,24
