Date,DayNumber,Day,Month,ShortMonth,CalendarMonthNumber,CalendarMonthLabel,CalendarYear,CalendarYearLabel,FiscalMonthNumber,FiscalMonthLabel,FiscalYear,FiscalYearLabel,ISOWeekNumber
2006-01-01T00:00:00.000Z,1,1,January,Jan,1,CY2006-Jan,2006,CY2006,3,FY2006-Jan,2006,FY2006,52
2006-01-02T00:00:00.000Z,2,2,January,Jan,1,CY2006-Jan,2006,CY2006,3,FY2006-Jan,2006,FY2006,1
2006-01-03T00:00:00.000Z,3,3,January,Jan,1,CY2006-Jan,2006,CY2006,3,FY2006-Jan,2006,FY2006,1
2006-01-04T00:00:00.000Z,4,4,January,Jan,1,CY2006-Jan,2006,CY2006,3,FY2006-Jan,2006,FY2006,1
2006-01-05T00:00:00.000Z,5,5,January,Jan,1,CY2006-Jan,2006,CY2006,3,FY2006-Jan,2006,FY2006,1
2006-01-06T00:00:00.000Z,6,6,January,Jan,1,CY2006-Jan,2006,CY2006,3,FY2006-Jan,2006,FY2006,1
2006-01-07T00:00:00.000Z,7,7,January,Jan,1,CY2006-Jan,2006,CY2006,3,FY2006-Jan,2006,FY2006,1
2006-01-08T00:00:00.000Z,8,8,January,Jan,1,CY2006-Jan,2006,CY2006,3,FY2006-Jan,2006,FY2006,1
2006-01-09T00:00:00.000Z,9,9,January,Jan,1,CY2006-Jan,2006,CY2006,3,FY2006-Jan,2006,FY2006,2
2006-01-10T00:00:00.000Z,10,10,January,Jan,1,CY2006-Jan,2006,CY2006,3,FY2006-Jan,2006,FY2006,2
2006-02-01T00:00:00.000Z,1,1,February,Feb,2,CY2006-Feb,2006,CY2006,4,FY2006-Feb,2006,FY2006,5
2006-02-02T00:00:00.000Z,2,2,February,Feb,2,CY2006-Feb,2006,CY2006,4,FY2006-Feb,2006,FY2006,5
2006-02-03T00:00:00.000Z,3,3,February,Feb,2,CY2006-Feb,2006,CY2006,4,FY2006-Feb,2006,FY2006,5
2006-02-04T00:00:00.000Z,4,4,February,Feb,2,CY2006-Feb,2006,CY2006,4,FY2006-Feb,2006,FY2006,5
2006-02-05T00:00:00.000Z,5,5,February,Feb,2,CY2006-Feb,2006,CY2006,4,FY2006-Feb,2006,FY2006,5
2006-02-06T00:00:00.000Z,6,6,February,Feb,2,CY2006-Feb,2006,CY2006,4,FY2006-Feb,2006,FY2006,6
2006-02-07T00:00:00.000Z,7,7,February,Feb,2,CY2006-Feb,2006,CY2006,4,FY2006-Feb,2006,FY2006,6
2006-02-08T00:00:00.000Z,8,8,February,Feb,2,CY2006-Feb,2006,CY2006,4,FY2006-Feb,2006,FY2006,6
2006-02-09T00:00:00.000Z,9,9,February,Feb,2,CY2006-Feb,2006,CY2006,4,FY2006-Feb,2006,FY2006,6
2006-02-10T00:00:00.000Z,10,10,February,Feb,2,CY2006-Feb,2006,CY2006,4,FY2006-Feb,2006,FY2006,6
2006-03-01T00:00:00.000Z,1,1,March,Mar,3,CY2006-Mar,2006,CY2006,5,FY2006-Mar,2006,FY2006,9
2006-03-02T00:00:00.000Z,2,2,March,Mar,3,CY2006-Mar,2006,CY2006,5,FY2006-Mar,2006,FY2006,9
2006-03-03T00:00:00.000Z,3,3,March,Mar,3,CY2006-Mar,2006,CY2006,5,FY2006-Mar,2006,FY2006,9
2006-03-04T00:00:00.000Z,4,4,March,Mar,3,CY2006-Mar,2006,CY2006,5,FY2006-Mar,2006,FY2006,9
2006-03-05T00:00:00.000Z,5,5,March,Mar,3,CY2006-Mar,2006,CY2006,5,FY2006-Mar,2006,FY2006,9
2006-03-06T00:00:00.000Z,6,6,March,Mar,3,CY2006-Mar,2006,CY2006,5,FY2006-Mar,2006,FY2006,10
2006-03-07T00:00:00.000Z,7,7,March,Mar,3,CY2006-Mar,2006,CY2006,5,FY2006-Mar,2006,FY2006,10
2006-03-08T00:00:00.000Z,8,8,March,Mar,3,CY2006-Mar,2006,CY2006,5,FY2006-Mar,2006,FY2006,10
2006-03-09T00:00:00.000Z,9,9,March,Mar,3,CY2006-Mar,2006,CY2006,5,FY2006-Mar,2006,FY2006,10
2006-03-10T00:00:00.000Z,10,10,March,Mar,3,CY2006-Mar,2006,CY2006,5,FY2006-Mar,2006,FY2006,10
2006-04-01T00:00:00.000Z,1,1,April,Apr,4,CY2006-Apr,2006,CY2006,6,FY2006-Apr,2006,FY2006,13
2006-04-02T00:00:00.000Z,2,2,April,Apr,4,CY2006-Apr,2006,CY2006,6,FY2006-Apr,2006,FY2006,13
2006-04-03T00:00:00.000Z,3,3,April,Apr,4,CY2006-Apr,2006,CY2006,6,FY2006-Apr,2006,FY2006,14
2006-04-04T00:00:00.000Z,4,4,April,Apr,4,CY2006-Apr,2006,CY2006,6,FY2006-Apr,2006,FY2006,14
2006-04-05T00:00:00.000Z,5,5,April,Apr,4,CY2006-Apr,2006,CY2006,6,FY2006-Apr,2006,FY2006,14
2006-04-06T00:00:00.000Z,6,6,April,Apr,4,CY2006-Apr,2006,CY2006,6,FY2006-Apr,2006,FY2006,14
2006-04-07T00:00:00.000Z,7,7,April,Apr,4,CY2006-Apr,2006,CY2006,6,FY2006-Apr,2006,FY2006,14
2006-04-08T00:00:00.000Z,8,8,April,Apr,4,CY2006-Apr,2006,CY2006,6,FY2006-Apr,2006,FY2006,14
