Date,DayNumber,Day,Month,ShortMonth,CalendarMonthNumber,CalendarMonthLabel,CalendarYear,CalendarYearLabel,FiscalMonthNumber,FiscalMonthLabel,FiscalYear,FiscalYearLabel,ISOWeekNumber
2007-01-01T00:00:00.000Z,1,1,January,Jan,1,CY2007-Jan,2007,CY2007,3,FY2007-Jan,2007,FY2007,1
2007-01-02T00:00:00.000Z,2,2,January,Jan,1,CY2007-Jan,2007,CY2007,3,FY2007-Jan,2007,FY2007,1
2007-01-03T00:00:00.000Z,3,3,January,Jan,1,CY2007-Jan,2007,CY2007,3,FY2007-Jan,2007,FY2007,1
2007-01-04T00:00:00.000Z,4,4,January,Jan,1,CY2007-Jan,2007,CY2007,3,FY2007-Jan,2007,FY2007,1
2007-01-05T00:00:00.000Z,5,5,January,Jan,1,CY2007-Jan,2007,CY2007,3,FY2007-Jan,2007,FY2007,1
2007-01-06T00:00:00.000Z,6,6,January,Jan,1,CY2007-Jan,2007,CY2007,3,FY2007-Jan,2007,FY2007,1
2007-01-07T00:00:00.000Z,7,7,January,Jan,1,CY2007-Jan,2007,CY2007,3,FY2007-Jan,2007,FY2007,1
2007-01-08T00:00:00.000Z,8,8,January,Jan,1,CY2007-Jan,2007,CY2007,3,FY2007-Jan,2007,FY2007,2
2007-01-09T00:00:00.000Z,9,9,January,Jan,1,CY2007-Jan,2007,CY2007,3,FY2007-Jan,2007,FY2007,2
2007-01-10T00:00:00.000Z,10,10,January,Jan,1,CY2007-Jan,2007,CY2007,3,FY2007-Jan,2007,FY2007,2
2007-02-01T00:00:00.000Z,1,1,February,Feb,2,CY2007-Feb,2007,CY2007,4,FY2007-Feb,2007,FY2007,5
2007-02-02T00:00:00.000Z,2,2,February,Feb,2,CY2007-Feb,2007,CY2007,4,FY2007-Feb,2007,FY2007,5
2007-02-03T00:00:00.000Z,3,3,February,Feb,2,CY2007-Feb,2007,CY2007,4,FY2007-Feb,2007,FY2007,5
2007-02-04T00:00:00.000Z,4,4,February,Feb,2,CY2007-Feb,2007,CY2007,4,FY2007-Feb,2007,FY2007,5
2007-02-05T00:00:00.000Z,5,5,February,Feb,2,CY2007-Feb,2007,CY2007,4,FY2007-Feb,2007,FY2007,6
2007-02-06T00:00:00.000Z,6,6,February,Feb,2,CY2007-Feb,2007,CY2007,4,FY2007-Feb,2007,FY2007,6
2007-02-07T00:00:00.000Z,7,7,February,Feb,2,CY2007-Feb,2007,CY2007,4,FY2007-Feb,2007,FY2007,6
2007-02-08T00:00:00.000Z,8,8,February,Feb,2,CY2007-Feb,2007,CY2007,4,FY2007-Feb,2007,FY2007,6
2007-02-09T00:00:00.000Z,9,9,February,Feb,2,CY2007-Feb,2007,CY2007,4,FY2007-Feb,2007,FY2007,6
2007-02-10T00:00:00.000Z,10,10,February,Feb,2,CY2007-Feb,2007,CY2007,4,FY2007-Feb,2007,FY2007,6
2007-03-01T00:00:00.000Z,1,1,March,Mar,3,CY2007-Mar,2007,CY2007,5,FY2007-Mar,2007,FY2007,9
2007-03-02T00:00:00.000Z,2,2,March,Mar,3,CY2007-Mar,2007,CY2007,5,FY2007-Mar,2007,FY2007,9
2007-03-03T00:00:00.000Z,3,3,March,Mar,3,CY2007-Mar,2007,CY2007,5,FY2007-Mar,2007,FY2007,9
2007-03-04T00:00:00.000Z,4,4,March,Mar,3,CY2007-Mar,2007,CY2007,5,FY2007-Mar,2007,FY2007,9
2007-03-05T00:00:00.000Z,5,5,March,Mar,3,CY2007-Mar,2007,CY2007,5,FY2007-Mar,2007,FY2007,10
2007-03-06T00:00:00.000Z,6,6,March,Mar,3,CY2007-Mar,2007,CY2007,5,FY2007-Mar,2007,FY2007,10
2007-03-07T00:00:00.000Z,7,7,March,Mar,3,CY2007-Mar,2007,CY2007,5,FY2007-Mar,2007,FY2007,10
2007-03-08T00:00:00.000Z,8,8,March,Mar,3,CY2007-Mar,2007,CY2007,5,FY2007-Mar,2007,FY2007,10
2007-03-09T00:00:00.000Z,9,9,March,Mar,3,CY2007-Mar,2007,CY2007,5,FY2007-Mar,2007,FY2007,10
2007-03-10T00:00:00.000Z,10,10,March,Mar,3,CY2007-Mar,2007,CY2007,5,FY2007-Mar,2007,FY2007,10
2007-04-01T00:00:00.000Z,1,1,April,Apr,4,CY2007-Apr,2007,CY2007,6,FY2007-Apr,2007,FY2007,13
2007-04-02T00:00:00.000Z,2,2,April,Apr,4,CY2007-Apr,2007,CY2007,6,FY2007-Apr,2007,FY2007,14
2007-04-03T00:00:00.000Z,3,3,April,Apr,4,CY2007-Apr,2007,CY2007,6,FY2007-Apr,2007,FY2007,14
2007-04-04T00:00:00.000Z,4,4,April,Apr,4,CY2007-Apr,2007,CY2007,6,FY2007-Apr,2007,FY2007,14
2007-04-05T00:00:00.000Z,5,5,April,Apr,4,CY2007-Apr,2007,CY2007,6,FY2007-Apr,2007,FY2007,14
2007-04-06T00:00:00.000Z,6,6,April,Apr,4,CY2007-Apr,2007,CY2007,6,FY2007-Apr,2007,FY2007,14
2007-04-07T00:00:00.000Z,7,7,April,Apr,4,CY2007-Apr,2007,CY2007,6,FY2007-Apr,2007,FY2007,14
2007-04-08T00:00:00.000Z,8,8,April,Apr,4,CY2007-Apr,2007,CY2007,6,FY2007-Apr,2007,FY2007,14
2007-04-09T00:00:00.000Z,9,9,April,Apr,4,CY2007-Apr,2007,CY2007,6,FY2007-Apr,2007,FY2007,15
2007-04-10T00:00:00.000Z,10,10,April,Apr,4,CY2007-Apr,2007,CY2007,6,FY2007-Apr,2007,FY2007,15
2007-05-01T00:00:00.000Z,1,1,May,May,5,CY2007-May,2007,CY2007,7,FY2007-May,2007,FY2007,18
2007-05-02T00:00:00.000Z,2,2,May,May,5,CY2007-May,2007,CY2007,7,FY2007-May,2007,FY2007,18
2007-05-03T00:00:00.000Z,3,3,May,May,5,CY2007-May,2007,CY2007,7,FY2007-May,2007,FY2007,18
2007-05-04T00:00:00.000Z,4,4,May,May,5,CY2007-May,2007,CY2007,7,FY2007-May,2007,FY2007,18
2007-05-05T00:00:00.000Z,5,5,May,May,5,CY2007-May,2007,CY2007,7,FY2007-May,2007,FY2007,18
2007-05-06T00:00:00.000Z,6,6,May,May,5,CY2007-May,2007,CY2007,7,FY2007-May,2007,FY2007,18
2007-05-07T00:00:00.000Z,7,7,May,May,5,CY2007-May,2007,CY2007,7,FY2007-May,2007,FY2007,19
2007-05-08T00:00:00.000Z,8,8,May,May,5,CY2007-May,2007,CY2007,7,FY2007-May,2007,FY2007,19
2007-05-09T00:00:00.000Z,9,9,May,May,5,CY2007-May,2007,CY2007,7,FY2007-May,2007,FY2007,19
2007-05-10T00:00:00.000Z,10,10,May,May,5,CY2007-May,2007,CY2007,7,FY2007-May,2007,FY2007,19
2007-06-01T00:00:00.000Z,1,1,June,Jun,6,CY2007-Jun,2007,CY2007,8,FY2007-Jun,2007,FY2007,22
2007-06-02T00:00:00.000Z,2,2,June,Jun,6,CY2007-Jun,2007,CY2007,8,FY2007-Jun,2007,FY2007,22
2007-06-03T00:00:00.000Z,3,3,June,Jun,6,CY2007-Jun,2007,CY2007,8,FY2007-Jun,2007,FY2007,22
2007-06-04T00:00:00.000Z,4,4,June,Jun,6,CY2007-Jun,2007,CY2007,8,FY2007-Jun,2007,FY2007,23
2007-06-05T00:00:00.000Z,5,5,June,Jun,6,CY2007-Jun,2007,CY2007,8,FY2007-Jun,2007,FY2007,23
2007-06-06T00:00:00.000Z,6,6,June,Jun,6,CY2007-Jun,2007,CY2007,8,FY2007-Jun,2007,FY2007,23
2007-06-07T00:00:00.000Z,7,7,June,Jun,6,CY2007-Jun,2007,CY2007,8,FY2007-Jun,2007,FY2007,23
2007-06-08T00:00:00.000Z,8,8,June,Jun,6,CY2007-Jun,2007,CY2007,8,FY2007-Jun,2007,FY2007,23
2007-06-09T00:00:00.000Z,9,9,June,Jun,6,CY2007-Jun,2007,CY2007,8,FY2007-Jun,2007,FY2007,23
2007-06-10T00:00:00.000Z,10,10,June,Jun,6,CY2007-Jun,2007,CY2007,8,FY2007-Jun,2007,FY2007,23
