Date,DayNumber,Day,Month,ShortMonth,CalendarMonthNumber,CalendarMonthLabel,CalendarYear,CalendarYearLabel,FiscalMonthNumber,FiscalMonthLabel,FiscalYear,FiscalYearLabel,ISOWeekNumber
2001-01-31T00:00:00.000Z,31,31,January,Jan,1,CY2001-Jan,2001,CY2001,3,FY2001-Jan,2001,FY2001,5
2001-03-31T00:00:00.000Z,31,31,March,Mar,3,CY2001-Mar,2001,CY2001,5,FY2001-Mar,2001,FY2001,13
2001-05-31T00:00:00.000Z,31,31,May,May,5,CY2001-May,2001,CY2001,7,FY2001-May,2001,FY2001,22
2001-07-31T00:00:00.000Z,31,31,July,Jul,7,CY2001-Jul,2001,CY2001,9,FY2001-Jul,2001,FY2001,31
2001-08-31T00:00:00.000Z,31,31,August,Aug,8,CY2001-Aug,2001,CY2001,10,FY2001-Aug,2001,FY2001,35
2001-09-30T00:00:00.000Z,30,30,September,Sep,9,CY2001-Sep,2001,CY2001,11,FY2001-Sep,2001,FY2001,39
2001-10-30T00:00:00.000Z,30,30,October,Oct,10,CY2001-Oct,2001,CY2001,12,FY2001-Oct,2001,FY2001,44
2001-10-31T00:00:00.000Z,31,31,October,Oct,10,CY2001-Oct,2001,CY2001,12,FY2001-Oct,2001,FY2001,44
2001-11-30T00:00:00.000Z,30,30,November,Nov,11,CY2001-Nov,2001,CY2001,1,FY2002-Nov,2002,FY2002,48
2001-12-30T00:00:00.000Z,30,30,December,Dec,12,CY2001-Dec,2001,CY2001,2,FY2002-Dec,2002,FY2002,52
2001-12-31T00:00:00.000Z,31,31,December,Dec,12,CY2001-Dec,2001,CY2001,2,FY2002-Dec,2002,FY2002,1
2014-01-11T00:00:00.000Z,11,11,January,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,2
2014-01-12T00:00:00.000Z,12,12,January,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,2
2014-01-13T00:00:00.000Z,13,13,January,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,3
2014-01-14T00:00:00.000Z,14,14,January,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,3
2014-01-15T00:00:00.000Z,15,15,January,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,3
2014-01-16T00:00:00.000Z,16,16,January,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,3
2014-01-17T00:00:00.000Z,17,17,January,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,3
2014-01-18T00:00:00.000Z,18,18,January,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,3
2014-01-19T00:00:00.000Z,19,19,January,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,3
2014-01-20T00:00:00.000Z,20,20,January,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,4
2014-02-11T00:00:00.000Z,11,11,February,Feb,2,CY2014-Feb,2014,CY2014,4,FY2014-Feb,2014,FY2014,7
2014-02-12T00:00:00.000Z,12,12,February,Feb,2,CY2014-Feb,2014,CY2014,4,FY2014-Feb,2014,FY2014,7
2014-02-13T00:00:00.000Z,13,13,February,Feb,2,CY2014-Feb,2014,CY2014,4,FY2014-Feb,2014,FY2014,7
