Date,DayNumber,Day,Month,ShortMonth,CalendarMonthNumber,CalendarMonthLabel,CalendarYear,CalendarYearLabel,FiscalMonthNumber,FiscalMonthLabel,FiscalYear,FiscalYearLabel,ISOWeekNumber
2011-01-21T00:00:00.000Z,21,21,January,Jan,1,CY2011-Jan,2011,CY2011,3,FY2011-Jan,2011,FY2011,3
2011-01-22T00:00:00.000Z,22,22,January,Jan,1,CY2011-Jan,2011,CY2011,3,FY2011-Jan,2011,FY2011,3
2011-01-23T00:00:00.000Z,23,23,January,Jan,1,CY2011-Jan,2011,CY2011,3,FY2011-Jan,2011,FY2011,3
2011-01-24T00:00:00.000Z,24,24,January,Jan,1,CY2011-Jan,2011,CY2011,3,FY2011-Jan,2011,FY2011,4
2011-01-25T00:00:00.000Z,25,25,January,Jan,1,CY2011-Jan,2011,CY2011,3,FY2011-Jan,2011,FY2011,4
2011-01-26T00:00:00.000Z,26,26,January,Jan,1,CY2011-Jan,2011,CY2011,3,FY2011-Jan,2011,FY2011,4
2011-01-27T00:00:00.000Z,27,27,January,Jan,1,CY2011-Jan,2011,CY2011,3,FY2011-Jan,2011,FY2011,4
2011-01-28T00:00:00.000Z,28,28,January,Jan,1,CY2011-Jan,2011,CY2011,3,FY2011-Jan,2011,FY2011,4
2011-01-29T00:00:00.000Z,29,29,January,Jan,1,CY2011-Jan,2011,CY2011,3,FY2011-Jan,2011,FY2011,4
2011-01-30T00:00:00.000Z,30,30,January,Jan,1,CY2011-Jan,2011,CY2011,3,FY2011-Jan,2011,FY2011,4
2011-02-21T00:00:00.000Z,21,21,February,Feb,2,CY2011-Feb,2011,CY2011,4,FY2011-Feb,2011,FY2011,8
2011-02-22T00:00:00.000Z,22,22,February,Feb,2,CY2011-Feb,2011,CY2011,4,FY2011-Feb,2011,FY2011,8
2011-02-23T00:00:00.000Z,23,23,February,Feb,2,CY2011-Feb,2011,CY2011,4,FY2011-Feb,2011,FY2011,8
2011-02-24T00:00:00.000Z,24,24,February,Feb,2,CY2011-Feb,2011,CY2011,4,FY2011-Feb,2011,FY2011,8
2011-02-25T00:00:00.000Z,25,25,February,Feb,2,CY2011-Feb,2011,CY2011,4,FY2011-Feb,2011,FY2011,8
2011-02-26T00:00:00.000Z,26,26,February,Feb,2,CY2011-Feb,2011,CY2011,4,FY2011-Feb,2011,FY2011,8
2011-02-27T00:00:00.000Z,27,27,February,Feb,2,CY2011-Feb,2011,CY2011,4,FY2011-Feb,2011,FY2011,8
2011-02-28T00:00:00.000Z,28,28,February,Feb,2,CY2011-Feb,2011,CY2011,4,FY2011-Feb,2011,FY2011,9
2011-03-21T00:00:00.000Z,21,21,March,Mar,3,CY2011-Mar,2011,CY2011,5,FY2011-Mar,2011,FY2011,12
2011-03-22T00:00:00.000Z,22,22,March,Mar,3,CY2011-Mar,2011,CY2011,5,FY2011-Mar,2011,FY2011,12
2011-03-23T00:00:00.000Z,23,23,March,Mar,3,CY2011-Mar,2011,CY2011,5,FY2011-Mar,2011,FY2011,12
2011-03-24T00:00:00.000Z,24,24,March,Mar,3,CY2011-Mar,2011,CY2011,5,FY2011-Mar,2011,FY2011,12
2011-03-25T00:00:00.000Z,25,25,March,Mar,3,CY2011-Mar,2011,CY2011,5,FY2011-Mar,2011,FY2011,12
2011-03-26T00:00:00.000Z,26,26,March,Mar,3,CY2011-Mar,2011,CY2011,5,FY2011-Mar,2011,FY2011,12
2011-03-27T00:00:00.000Z,27,27,March,Mar,3,CY2011-Mar,2011,CY2011,5,FY2011-Mar,2011,FY2011,12
2011-03-28T00:00:00.000Z,28,28,March,Mar,3,CY2011-Mar,2011,CY2011,5,FY2011-Mar,2011,FY2011,13
2011-03-29T00:00:00.000Z,29,29,March,Mar,3,CY2011-Mar,2011,CY2011,5,FY2011-Mar,2011,FY2011,13
2011-03-30T00:00:00.000Z,30,30,March,Mar,3,CY2011-Mar,2011,CY2011,5,FY2011-Mar,2011,FY2011,13
2011-04-21T00:00:00.000Z,21,21,April,Apr,4,CY2011-Apr,2011,CY2011,6,FY2011-Apr,2011,FY2011,16
2011-04-22T00:00:00.000Z,22,22,April,Apr,4,CY2011-Apr,2011,CY2011,6,FY2011-Apr,2011,FY2011,16
2011-04-23T00:00:00.000Z,23,23,April,Apr,4,CY2011-Apr,2011,CY2011,6,FY2011-Apr,2011,FY2011,16
2011-04-24T00:00:00.000Z,24,24,April,Apr,4,CY2011-Apr,2011,CY2011,6,FY2011-Apr,2011,FY2011,16
2011-04-25T00:00:00.000Z,25,25,April,Apr,4,CY2011-Apr,2011,CY2011,6,FY2011-Apr,2011,FY2011,17
2011-04-26T00:00:00.000Z,26,26,April,Apr,4,CY2011-Apr,2011,CY2011,6,FY2011-Apr,2011,FY2011,17
2011-04-27T00:00:00.000Z,27,27,April,Apr,4,CY2011-Apr,2011,CY2011,6,FY2011-Apr,2011,FY2011,17
2011-04-28T00:00:00.000Z,28,28,April,Apr,4,CY2011-Apr,2011,CY2011,6,FY2011-Apr,2011,FY2011,17
2011-04-29T00:00:00.000Z,29,29,April,Apr,4,CY2011-Apr,2011,CY2011,6,FY2011-Apr,2011,FY2011,17
2011-04-30T00:00:00.000Z,30,30,April,Apr,4,CY2011-Apr,2011,CY2011,6,FY2011-Apr,2011,FY2011,17
2011-05-21T00:00:00.000Z,21,21,May,May,5,CY2011-May,2011,CY2011,7,FY2011-May,2011,FY2011,20
2011-05-22T00:00:00.000Z,22,22,May,May,5,CY2011-May,2011,CY2011,7,FY2011-May,2011,FY2011,20
2011-05-23T00:00:00.000Z,23,23,May,May,5,CY2011-May,2011,CY2011,7,FY2011-May,2011,FY2011,21
2011-05-24T00:00:00.000Z,24,24,May,May,5,CY2011-May,2011,CY2011,7,FY2011-May,2011,FY2011,21
2011-05-25T00:00:00.000Z,25,25,May,May,5,CY2011-May,2011,CY2011,7,FY2011-May,2011,FY2011,21
2011-05-26T00:00:00.000Z,26,26,May,May,5,CY2011-May,2011,CY2011,7,FY2011-May,2011,FY2011,21
2011-05-27T00:00:00.000Z,27,27,May,May,5,CY2011-May,2011,CY2011,7,FY2011-May,2011,FY2011,21
2011-05-28T00:00:00.000Z,28,28,May,May,5,CY2011-May,2011,CY2011,7,FY2011-May,2011,FY2011,21
2011-05-29T00:00:00.000Z,29,29,May,May,5,CY2011-May,2011,CY2011,7,FY2011-May,2011,FY2011,21
2011-05-30T00:00:00.000Z,30,30,May,May,5,CY2011-May,2011,CY2011,7,FY2011-May,2011,FY2011,22
2011-06-21T00:00:00.000Z,21,21,June,Jun,6,CY2011-Jun,2011,CY2011,8,FY2011-Jun,2011,FY2011,25
2011-06-22T00:00:00.000Z,22,22,June,Jun,6,CY2011-Jun,2011,CY2011,8,FY2011-Jun,2011,FY2011,25
2011-06-23T00:00:00.000Z,23,23,June,Jun,6,CY2011-Jun,2011,CY2011,8,FY2011-Jun,2011,FY2011,25
2011-06-24T00:00:00.000Z,24,24,June,Jun,6,CY2011-Jun,2011,CY2011,8,FY2011-Jun,2011,FY2011,25
